"","ID","EMPLOYER","VEHPERDR","VEHPERWK","COMMTIME","NORMHOUR","SPEED","OVERTIME","CSO9FT4","CSO9FT3","CSO9FT5","CSO9FT6","CSO9FT9","CSO9FT1","CSO9FT2","CSO9FT8","CSO9FT7","EFACT1","EFACT3","EFACT9","EFACT7","EFACT2","EFACT5","EFACT6","EFACT4","C1CONT","JOBCONST","MANCONST","SELFDRIV","TECHCONS","C1CONTC","C1CONTH","C2CONT","C2CONTC","C2CONTH","CHILD616","CH616F","CHILDLT6","CHILDINH","C3H17M","FEMALE","JOBHOME","LD","MANDPRV","NOSPACE","PCNAV","SUPERVIS","UNAWARE","TSUPNO","F1NVEH","F2HWPLDI","F3HWPLMI","F4WPLHMI","F8AGEGR","F9HHSIZ","F10LT2","F10B6_15","F10B2_5","F11","F12FTWKE","F12PTWKE","F13DRLIC","F14HHLIC","F15EDUC","F16INCOM","DISTANCE","F7SEX","B4OCCUP"
"289",3053,1,0,0,120,80,3,10,-0.4731,1.42172,-0.62723,0.43221,-0.58871,-0.84523,-0.5794,0.4051,0.91907,0.08976,-0.82115,0.82531,-0.17289,-0.14748,-0.00214,1.04985,-0.48263,3,0,1,0,0,3,3,3,3,3,1,1,0,1,0,1,1,4,0,0,0,0,0,1,0,3,60,60,3,3,0,1,0,2,1,1,2,1,3,3,6,1,2
"290",3054,1,1,1,140,80,21.4,0,0.01263,-0.85677,-0.70653,-1.44558,1.42242,1.36454,-0.89327,-0.20046,-0.34803,0.99176,-1.48949,1.40438,0.83884,-0.22352,-1.16697,-0.66706,0.222,3,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,4,25,60,80,5,4,0,0,0,2,2,2,1,3,5,5,50,2,2
"291",3055,1,1,2,150,80,24,0,-0.96762,-0.78981,-0.73631,-0.76187,1.03728,-0.13974,-0.77745,-0.40706,-1.26638,0.20555,-0.32026,0.1484,-0.70725,-0.2517,0.25715,-0.23106,0.07364,2,1,1,1,0,2,2,2,2,2,0,0,0,0,1,0,1,7,0,0,0,1,0,1,2,30,75,75,5,2,0,0,0,2,1,0,1,1,4,4,60,2,1
"292",3056,1,0.5,0.5,30,0,20,0,-0.71239,-0.89091,-0.85931,-0.95245,-2.09446,-1.73836,-0.82372,-1.53647,-1.43957,-1.81139,0.13212,0.3158,-0.91503,0.35488,0.13425,0.44454,0.14841,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,5,15,15,4,2,0,0,0,2,2,0,1,1,2,2,10,1,5
"293",3057,1,1,1,30,0,20,10,0.07042,-0.69037,-0.83376,0.88264,0.19481,-0.9425,-0.61592,-0.33048,-0.33317,0.31193,-0.37832,0.44252,0.83956,0.06243,-0.35748,-0.23083,0.49306,3,0,1,1,0,2,3,2,2,2,1,1,0,1,0,1,1,5,0,0,0,0,0,1,2,5,15,15,3,2,0,1,0,2,2,0,1,1,6,5,10,1,2
"294",3058,1,1,1,90,0,13.3,0,-0.73056,0.58458,-0.80693,0.51822,-0.83191,-1.35482,-0.80854,-1.00803,-0.73641,-1.56033,-0.04136,0.30854,0.15949,-0.26237,-1.04745,0.01603,0.32849,3,0,1,1,1,3,3,3,3,3,1,0,1,1,0,0,1,2,0,0,0,0,0,0,2,10,45,45,4,4,0,1,1,2,2,0,1,1,5,4,20,2,2
"295",3059,1,0.5,0.5,50,80,4.8,0,-1.0603,0.65298,-0.49402,1.68738,0.54096,0.1352,0.35045,1.04205,0.15085,0.46349,-0.42411,0.2516,-0.74696,0.55853,0.32657,-0.27788,-0.00584,3,1,0,1,3,3,2,3,3,3,0,0,0,0,1,0,1,3,0,0,0,1,0,0,1,2,25,25,3,2,0,0,0,2,2,0,1,1,4,4,4,2,1
"296",3060,1,1,1,80,80,19.5,0,1.53544,-1.28334,-0.74605,-0.7543,-0.12369,0.17759,0.46721,0.59686,-0.34344,0.71055,-1.03437,0.21258,-2.32053,-2.28544,2.65477,0.62416,0.45562,3,0,0,1,3,0,3,3,0,3,1,0,1,1,1,0,1,7,0,0,0,0,0,0,1,13,40,40,3,4,0,2,1,2,1,0,1,0,6,5,26,2,4
"297",3061,1,0.7,1,100,80,15.6,0,-0.30152,-0.87946,-0.1817,-0.86113,0.10492,-0.41732,0.42092,1.49077,-0.59685,0.23603,-0.17909,-0.36128,0.42901,-0.74542,0.95279,0.61187,-0.51156,3,1,1,1,0,3,3,3,3,3,1,0,0,1,1,0,1,5,0,0,0,1,0,0,2,13,50,50,4,4,0,1,0,2,1,1,1,2,6,4,26,2,1
"298",3062,1,1,1,120,80,20,0,-0.90764,-1.59622,0.13749,-0.93841,-0.94515,-0.65589,-0.1755,0.57575,-0.37522,0.15821,1.33885,-0.10254,-0.59489,0.5194,0.34624,0.73156,0.07391,3,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,20,60,60,3,2,0,0,0,2,2,0,1,1,5,6,40,2,2
"299",3063,1,1,2,72.5,80,36.4,15,-0.76223,-0.87129,-0.68758,-0.96447,-0.89361,-1.42445,-0.8666,1.61424,0.17729,-0.01269,-0.48781,-1.63005,0.36339,1.57913,-0.87899,0.51026,0.31995,2,1,0,1,0,2,1,2,2,2,0,0,0,0,0,0,0,7,0,0,0,1,0,0,2,22,32.5,40,6,2,0,0,0,2,1,0,1,1,4,5,44,2,1
"300",3064,1,1,2,198,80,60,10,0.11588,1.28041,-0.20963,0.92794,0.64205,-0.48706,-0.77882,0.45815,0.20111,1.04029,0.04416,0.80644,0.15528,0.25367,-1.14458,-0.0632,-0.10945,3,0,0,1,0,2,3,2,2,2,0,0,0,0,1,0,1,6,0,0,1,1,0,0,2,99,99,99,6,2,0,0,0,2,1,0,1,1,4,5,198,2,1
"301",3065,1,1,1,150,80,36,10,1.25123,-0.00466,0.02078,-0.24199,0.39429,-0.90279,-0.33415,0.49996,0.39274,0.8834,-0.47245,1.53957,-0.04277,-0.67625,-0.54303,-0.85315,1.77602,4,0,0,1,0,4,3,4,4,3,0,0,0,0,0,0,1,7,0,0,0,0,0,0,2,45,75,75,3,2,0,0,0,2,2,0,1,1,6,5,90,2,2
"302",3066,1,1,1,40,80,39,10,-0.00495,-0.78066,-0.78387,-0.84148,-0.17946,-1.39188,-0.66912,0.90638,-0.16791,0.4581,1.35943,0.32525,0.9906,0.37375,0.23112,-0.3118,0.25399,4,0,0,1,0,2,4,2,2,2,0,0,1,1,1,1,1,6,0,0,0,0,0,0,1,13,20,20,3,2,1,0,0,2,1,0,1,0,6,5,26,1,2
"303",3067,1,1,1,130,80,36.9,10,-1.04204,-0.68187,-0.42266,-0.74483,0.59206,-0.72657,-0.66336,0.46279,-0.9516,-2.33083,0.85777,0.35097,-5.1324,1.05718,-0.992,-2.31978,-2.55353,4,0,0,1,0,4,3,4,4,3,0,0,0,0,1,0,1,4,0,0,0,0,0,0,2,40,60,70,5,2,0,0,0,2,1,1,1,1,6,4,80,2,2
"304",3068,1,1,2,90,80,20,0,-0.91792,-0.40811,-0.61151,-0.81046,-0.3111,-0.7231,-0.10492,0.57708,0.4192,0.30672,-0.39248,0.51499,0.31952,-0.9363,0.78544,0.90191,1.44176,2,1,1,1,2,1,2,1,1,1,0,0,0,0,0,0,1,7,0,0,1,1,0,1,2,15,45,45,6,2,0,0,0,2,0,1,1,1,4,4,30,2,2
"305",3069,1,1,1,80,80,40.5,20,-0.55213,-0.83833,-0.65202,-0.80469,0.59387,-0.20457,-0.80087,-0.07909,-0.7284,-0.01311,-0.59405,0.03889,-0.24647,-0.63702,0.09549,0.04879,0.15716,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,6,0,0,0,1,0,0,2,27,40,40,4,3,0,1,0,2,2,0,1,1,6,6,54,2,1
"306",3070,1,1,1,120,80,13,0,-0.43981,-0.82378,-0.78804,-0.80638,0.20189,-0.40569,-0.93885,-1.53671,-1.36045,0.81411,0.17613,0.73576,-0.60902,-1.42673,0.35016,-1.2746,-1.32789,4,0,0,1,0,3,4,3,3,3,0,0,0,0,1,0,1,7,0,0,0,1,0,0,2,13,60,60,5,2,0,0,0,2,1,1,1,1,6,3,26,2,2
"307",3071,1,1,1,50,80,28.8,0,-0.97932,0.56282,-0.60895,-0.40209,0.42224,0.35143,-0.28718,-0.46837,-1.16075,-0.46138,0.47071,-0.37377,0.98468,0.69496,-1.20367,-0.70932,-0.31758,2,0,0,1,0,0,2,2,0,2,0,0,0,0,1,1,1,6,0,0,0,1,0,0,1,12,25,25,3,1,0,0,0,2,1,0,1,0,6,5,24,1,2
"308",3072,1,1,1,35,80,13.7,0,-0.88089,-0.77832,-0.56151,0.20403,-0.4566,-0.42855,0.02095,0.12817,0.22821,-0.42719,-0.11618,-0.36036,-0.89801,-0.65726,0.71486,-0.22885,0.07104,2,0,0,1,0,2,2,2,2,2,0,0,0,0,1,0,1,7,0,0,0,1,0,0,2,4,15,20,4,2,0,0,0,2,2,0,1,1,3,6,8,2,1
"309",3073,1,1.5,1.5,97.5,80,18.5,0,0.30778,-0.06161,0.56062,0.06142,0.23804,-0.06219,0.42918,0.06343,-0.18314,0.01584,0.64204,0.12606,-0.53883,0.21054,0.64835,0.50095,0.32972,3,0,1,1,2,0,3,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,3,15,45,52.5,5,2,0,0,0,2,2,0,1,1,4,6,30,1,2
"310",3074,1,0,0,75,80,17.6,50,-0.7288,-0.79897,-0.32494,0.21741,1.21772,1.26365,0.04388,-0.11313,1.51476,0.23327,0.40659,1.04311,0.44341,-0.64162,0.54896,0.66707,-0.14516,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,11,30,45,3,1,0,0,0,2,1,0,1,0,5,3,22,2,1
"311",3075,1,1,1,65,80,31.4,5,-0.82358,0.58189,0.51179,-0.70362,-0.33974,-0.17781,0.94504,0.61557,0.62346,0.37683,1.21553,0.72177,0.23255,-1.21565,0.55989,0.74324,0.98748,3,0,1,1,3,1,3,1,1,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,17,30,35,4,1,0,0,0,2,1,0,1,0,6,5,34,2,2
"312",3076,1,0.5,0.5,165,80,18.2,40,0.29464,1.48145,2.76035,1.7637,0.16462,0.86943,0.03389,0.1012,0.58979,-0.06426,-0.27485,0.14573,-0.6486,-1.79849,-1.14864,-0.20617,1.01023,3,0,0,1,0,2,3,2,2,2,0,0,0,0,1,1,1,7,0,0,0,0,0,0,1,25,75,90,3,2,0,0,0,2,2,0,1,1,4,4,50,1,2
"313",3077,1,1,1,80,80,18,2,0.43126,-1.05413,-0.19688,0.29801,-0.37845,-1.09203,1.37375,-0.14026,0.89201,-0.99565,1.2047,-0.06039,-1.54168,-0.91479,2.07818,0.23759,0.21707,3,0,0,1,4,2,3,2,2,2,0,0,1,1,0,0,1,7,0,0,1,0,0,0,2,12,40,40,3,3,1,0,0,2,2,0,1,1,5,4,24,2,2
"314",3078,1,1,1,160,80,30,5,1.08374,-1.37236,-0.17252,1.55203,-0.18662,-0.34599,0.49118,-0.6605,-0.70782,-0.00302,-1.25643,1.32814,-0.7149,-0.94092,-0.75379,-0.22038,0.46505,4,0,0,1,0,3,4,3,3,3,1,0,1,1,0,0,1,6,0,0,0,0,1,0,2,40,75,85,4,4,0,1,1,2,1,1,1,1,6,4,80,2,2
"315",3079,1,1,2,110,80,27.3,6,0.1013,1.43821,0.35256,0.41085,0.81533,-0.31828,-0.82518,0.30602,-1.14695,0.75555,-0.03587,0.08135,0.14059,0.74349,0.07986,-0.84534,-0.27172,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,7,0,0,0,1,0,0,2,25,55,55,5,4,0,1,1,2,1,0,1,1,4,5,50,2,1
"316",3080,1,1,1,120,80,20,15,0.62578,-0.83283,-0.72378,-0.82245,0.36408,0.67129,-0.71813,0.29052,-1.28176,1.2571,-1.0399,0.91526,0.65118,-0.77848,-0.79813,0.61635,-0.34158,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,1,20,60,60,3,1,0,0,0,2,1,0,1,0,6,4,40,1,2
"317",3081,1,1,1,85,64,18.4,0,-0.02437,-0.81174,-0.60175,-0.8027,0.86383,0.52647,-0.6702,0.4044,-1.31036,0.95351,-1.03682,-0.06526,-0.60945,-1.97586,-0.38561,0.56308,-0.63469,3,0,1,1,3,0,3,0,0,0,1,1,1,1,0,1,1,6,0,0,0,0,0,0,2,13,40,45,4,4,0,1,1,2,2,0,1,1,6,6,26,1,2
"318",3082,1,1,1,25,80,19.2,10,-0.07551,-0.85873,-0.25562,0.04864,-1.72207,-1.21736,2.25565,0.55002,0.63159,0.42904,-1.21431,0.05062,0.75801,0.29412,1.01634,0.06406,0.18236,3,0,0,1,6,3,2,3,3,3,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2,4,10,15,3,2,0,0,0,2,2,0,1,1,4,6,8,1,2
"319",3083,1,1,1,100,80,16.8,0,0.476,-0.77595,-0.05156,-0.76747,-0.09931,-0.29569,0.71017,-0.0212,0.36212,-0.82655,-0.70911,0.07782,-0.97964,-1.39648,1.05549,0.32222,-0.0923,2,0,0,1,0,2,2,2,2,2,1,0,0,1,1,0,1,4,0,0,0,0,0,0,1,14,50,50,4,2,0,1,0,2,1,0,1,0,4,3,28,2,2
"320",3084,1,0.5,1,110,80,19.6,0,-0.48892,-0.94565,0.63973,-0.16781,-1.25654,-0.96913,2.08269,-0.6116,-1.01623,0.25671,-0.15681,-0.05555,1.1198,1.29774,-0.85039,-0.86157,-0.13419,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,18,55,55,4,2,0,0,0,2,1,0,1,1,3,3,36,1,2
"321",3085,1,1,1,70,80,17.1,0,0.07865,-0.0754,-0.13045,-0.03971,-0.50141,-0.81024,0.13513,0.39839,-0.32716,0.19516,0.67257,0.86972,-0.6762,-1.07595,0.21178,0.26701,1.12135,3,0,0,1,4,3,3,3,3,3,1,0,0,1,0,0,1,4,0,0,1,1,0,0,1,10,30,40,4,4,0,2,0,2,1,0,1,0,4,3,20,2,5
"322",3086,1,0.7,0.7,60,80,25,0,0.08009,-0.08418,0.17937,-0.81142,-0.33952,0.10304,-0.40274,0.57575,-0.14841,-0.22366,0.03268,-0.79232,-0.82813,0.62964,0.96702,-0.72869,0.30073,3,0,1,1,0,0,3,2,0,2,1,0,0,1,0,0,1,2,0,0,0,0,0,1,2,12.5,30,30,3,4,0,1,0,2,3,0,1,2,6,5,25,2,2
"323",3087,1,0.7,1,130,80,13.8,0,-0.79691,1.04796,-0.24499,-0.06819,-0.53976,-0.73921,-0.56197,0.52175,-1.48895,-0.56188,-0.00683,-1.28369,0.0125,0.68206,0.63606,0.24983,-0.64247,3,0,0,1,0,3,3,3,3,3,1,0,0,1,1,0,1,5,0,0,0,1,0,0,2,15,65,65,5,6,0,3,0,2,1,1,1,2,6,5,30,2,1
"324",3088,1,1,1,120,80,25,0,-0.23449,1.43747,0.52507,1.65886,-0.54321,-0.72767,0.04135,1.69578,1.33429,0.0642,-0.86931,-0.2324,-0.04362,0.73425,-0.53547,-0.12307,0.42648,3,0,0,1,0,3,3,3,3,3,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,25,60,60,4,1,0,0,0,2,1,0,1,0,6,3,50,2,2
"325",3089,1,1,1,90,80,20,0,-0.62091,0.39127,-0.58946,0.16168,0.552,1.35363,0.32541,0.87966,0.28377,0.87173,1.27507,0.47549,-0.50383,-0.53834,2.40247,0.50294,-0.03289,3,0,1,1,2,2,3,2,2,2,0,0,0,0,0,0,1,4,0,0,0,0,0,1,1,15,45,45,2,1,0,0,0,2,1,0,1,0,4,2,30,2,2
"326",3090,1,0,0,85,80,0,0,-0.81559,1.31412,-0.68774,1.92793,1.1299,1.51771,-0.9939,-1.03607,0.48084,-0.83075,0.61899,0.2846,-0.39066,-0.31088,-0.96963,0.23892,0.86463,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,1,1,7,0,1,1,0,1,0,0,0,25,60,4,1,-1,-1,-1,2,1,0,1,0,4,2,0,1,2
